Age,Price,Quantity,Delivery_Time_mins,Discount_Applied,Loyalty_Points_Earned,Cart_Abandonment_Flag,Total_Purchase_Value,Lifetime_Value,Competitor_Price,Ad_Click_Through_Rate,Browsing_Time_mins,Voice_Search_Count,Visual_Search_Count,Discount_Percentage,High_Spender_Flag,Gender_Male,Gender_Non-Binary,City_Chennai,City_Delhi,City_Hyderabad,City_Mumbai,Product_Category_Dairy,Product_Category_Groceries,Product_Category_Household Items,Product_Category_Snacks,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI,Age_Group_Encoded,Loyalty_Tier_Encoded
27,467.01,5,14,21.49,27,1,2335.05,2335.05,461.4214596993088,0.9456809798254436,186,0,11,4.601614526455536,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
49,283.5,3,5,9.04,120,0,850.5,850.5,256.2943461537874,0.737088202779827,146,0,7,3.1887125220458548,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,225.77,3,11,1.9,189,1,677.3100000000001,677.3100000000001,238.38752775720295,0.4082461674816811,192,9,1,0.8415644239712982,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,57.84,1,9,10.84,168,0,57.84,57.84,64.33646150290238,0.6322472424758114,166,17,10,18.74135546334717,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
65,477.96,1,9,15.34,104,0,477.96,477.96,464.4274630318822,0.8936782445905973,53,19,4,3.2094735961168297,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
32,107.46,3,15,23.4,150,1,322.38,322.38,102.3770803109348,0.0401221008466228,171,2,9,21.77554438860972,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
22,348.74,2,15,16.43,182,1,697.48,697.48,320.7390929111521,0.8884953522544513,118,8,1,4.711246200607903,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
52,175.48,5,13,19.34,46,1,877.4,877.4,151.650118888742,0.8782807668468101,143,4,3,11.0211989970367,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
21,55.14,5,5,8.9,71,0,275.7,275.7,11.187456624358973,0.3605345318691142,193,9,12,16.140732680449766,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0
24,465.45,3,12,24.04,150,1,1396.35,1396.35,425.9971160487781,0.5336194976834228,102,19,9,5.164894188419809,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
35,38.26,5,9,20.95,100,0,191.3,191.3,-4.342940060836234,0.7902503208265393,11,6,12,54.75692629377941,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,255.77,5,9,14.87,19,0,1278.85,1278.85,237.21300852697945,0.596606716902441,109,8,1,5.81381710130195,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
30,247.27,4,11,17.25,17,1,989.08,989.08,201.02710353245735,0.4850473528392826,62,12,10,6.976179884336959,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
19,348.82,4,12,9.29,123,1,1395.28,1395.28,394.8261398438071,0.443773969346769,53,2,4,2.663264721059572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
42,356.78,3,7,13.72,182,0,1070.34,1070.34,354.0737163085089,0.6690886647576619,145,1,8,3.8455070351477114,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,330.62,2,9,15.37,108,0,661.24,661.24,326.5630965571502,0.6437003881286995,196,10,1,4.648841570382917,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,38.99,2,12,1.3,5,1,77.98,77.98,26.516771633849032,0.0142836475845038,23,2,8,3.334188253398307,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
27,133.05,5,11,16.41,58,1,665.25,665.25,160.38923686171796,0.5642097215380157,170,17,1,12.333709131905298,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
54,229.18,5,9,25.86,112,0,1145.9,1145.9,258.0379462594521,0.2178361289075289,121,15,12,11.283707129766992,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58,52.18,5,13,26.9,118,1,260.9,260.9,39.64409437483585,0.3523400141363362,42,3,11,51.55231889612878,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
34,80.46,2,8,18.67,192,0,160.92,160.92,86.23143453553726,0.8523973061856781,180,18,4,23.20407655978126,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
53,114.82,2,10,28.62,179,0,229.64,229.64,113.2448817133132,0.8255868591027207,45,13,2,24.9259710851768,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,411.46,4,14,24.37,180,1,1645.84,1645.84,420.9152957458091,0.5635745487715714,183,13,6,5.92281145190298,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,304.8,1,9,22.57,71,0,304.8,304.8,335.61175810268026,0.5238830436863708,31,15,4,7.40485564304462,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
64,343.93,5,15,21.88,71,1,1719.65,1719.65,334.73285586829616,0.1612022489523341,15,8,0,6.36175966039601,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
23,220.42,1,5,10.16,20,0,220.42,220.42,189.11777618755588,0.0199874615114681,149,18,5,4.609382088739679,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0
25,358.32,1,14,13.73,15,1,358.32,358.32,389.82673026332986,0.2281021648108832,115,0,5,3.831770484483144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
63,229.38,4,5,25.66,139,0,917.52,917.52,261.2680587144656,0.9948720036609172,28,18,5,11.18667712965385,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
41,303.82,3,15,24.29,107,1,911.46,911.46,336.0232266084644,0.3683035382995683,59,14,6,7.99486538081759,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,304.52,4,13,5.21,142,1,1218.08,1218.08,278.405129769249,0.4504112508084014,27,12,1,1.7108892683567585,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61,222.39,5,7,4.24,62,0,1111.9499999999998,1111.9499999999998,181.7052206624093,0.6218064901483283,80,17,3,1.906560546787176,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0
48,256.45,3,9,27.35,83,0,769.3499999999999,769.3499999999999,281.75625485729114,0.8093220730680336,140,2,12,10.664846948722948,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31,155.22,4,9,1.78,58,0,620.88,620.88,159.010663262155,0.3488490949959502,113,9,9,1.1467594382167248,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
37,149.97,2,13,14.96,195,1,299.94,299.94,147.50655043985142,0.8953971573388743,173,12,14,9.975328399013137,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
57,356.55,3,11,16.87,91,1,1069.65,1069.65,394.5895195122776,0.51779914464072,141,14,6,4.7314542139952325,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
20,412.88,4,7,11.65,144,0,1651.52,1651.52,402.3833108057525,0.5511267736248284,95,19,13,2.8216430924239493,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
25,325.09,2,11,1.6,118,1,650.18,650.18,344.99564342445353,0.952747656977138,25,2,0,0.4921713986895937,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
42,174.95,5,8,17.56,173,0,874.75,874.75,170.37405126192556,0.5916921955155482,36,18,2,10.037153472420693,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,185.08,3,6,18.14,11,0,555.24,555.24,142.8021173405313,0.5897239067785213,178,8,12,9.801167062891722,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
32,47.54,4,11,28.59,51,1,190.16,190.16,22.104873068590894,0.2285588160503176,151,2,11,60.13883045856121,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
43,229.92,5,12,4.89,106,1,1149.6,1149.6,196.74084076572467,0.4751563185365845,53,10,5,2.1268267223382047,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
54,468.25,4,14,11.5,22,1,1873.0,1873.0,432.4387436789888,0.7934703251321852,44,7,5,2.455953016550988,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
27,32.25,4,15,4.36,157,1,129.0,129.0,-0.482475555200125,0.6228914879000851,48,2,6,13.51937984496124,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,494.05,1,9,5.64,49,0,494.05,494.05,483.39499018042994,0.6235577362746462,176,4,7,1.1415848598320006,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
30,280.44,1,15,25.94,126,1,280.44,280.44,250.37856337991397,0.5295749825046818,193,3,6,9.249750392240763,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,44.82,2,14,22.35,84,1,89.64,89.64,90.5660861595639,0.149111095845282,187,1,11,49.8661311914324,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
50,261.35,5,12,3.15,144,1,1306.75,1306.75,295.5997593851592,0.7135366775737105,73,6,6,1.2052802754926344,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,431.78,4,11,22.02,185,1,1727.12,1727.12,407.519543846052,0.1073804900174695,44,19,10,5.099819352448006,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
30,389.7,4,12,28.57,104,1,1558.8,1558.8,343.54725849791384,0.9007121718274577,40,11,6,7.33128047215807,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
46,271.09,1,6,20.63,157,0,271.09,271.09,270.1550422287207,0.9157647336396418,20,8,12,7.610018812940352,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,165.61,5,11,2.21,158,1,828.0500000000001,828.0500000000001,160.25699060360228,0.0832622933655126,144,1,14,1.334460479439647,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,352.36,3,11,21.87,62,1,1057.08,1057.08,370.58912966608005,0.6247601418265168,94,9,14,6.206720399591327,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
61,342.53,4,15,3.66,101,1,1370.12,1370.12,378.86660204026975,0.8432624764464802,11,19,11,1.0685195457332206,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
38,234.79,1,8,10.33,30,0,234.79,234.79,220.43744502931628,0.8761541236411373,28,9,11,4.399676306486648,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
64,42.28,2,6,8.83,180,0,84.56,84.56,38.3844009891303,0.3221997106077501,10,1,5,20.88457899716178,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
52,166.53,2,10,11.57,189,0,333.06,333.06,214.42167126017156,0.428349559664643,139,6,1,6.9476971116315385,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48,448.16,2,8,17.26,188,0,896.32,896.32,492.7648331977052,0.2736159349816003,130,14,8,3.85130310603356,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,428.57,1,11,19.72,55,1,428.57,428.57,433.7954307315794,0.2997448264111005,194,4,13,4.601348671162238,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
24,11.87,3,15,29.05,169,1,35.61,35.61,-35.3652845568616,0.6066506017895853,113,5,10,244.73462510530752,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
40,407.93,3,10,26.83,179,0,1223.79,1223.79,365.9679124497011,0.514088510994296,87,7,14,6.577108817689309,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,222.89,5,11,27.71,45,1,1114.4499999999998,1114.4499999999998,194.82608237926837,0.4900366450536884,139,14,7,12.432141415047782,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
32,217.06,5,13,18.34,196,1,1085.3,1085.3,234.01513130593185,0.4940489162614744,15,17,11,8.449276697687274,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
39,12.59,4,7,4.96,158,0,50.36,50.36,34.54709391746957,0.1386471883066522,142,17,9,39.39634630659253,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
54,145.92,5,11,1.4,148,1,729.5999999999999,729.5999999999999,107.11898998773074,0.6617482098169595,170,5,6,0.9594298245614036,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,476.9,4,8,17.39,165,0,1907.6,1907.6,482.595798351014,0.7540574796212678,190,10,5,3.646466764520864,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
29,104.32,1,8,27.65,31,0,104.32,104.32,70.06061016724067,0.8900559194681913,151,0,13,26.504984662576685,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
40,93.97,5,13,6.53,80,1,469.85,469.85,80.33325957984809,0.2903906528792023,149,19,12,6.94902628498457,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
20,417.43,4,7,13.4,27,0,1669.72,1669.72,456.1730358610392,0.1149760568956334,145,2,14,3.2101190618786384,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
52,315.49,2,11,27.46,136,1,630.98,630.98,355.1477415833077,0.3276588819813085,174,19,1,8.703920884972582,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
19,365.45,4,15,9.71,59,1,1461.8,1461.8,340.88656575583195,0.2763315578802734,132,12,11,2.656998221370913,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
28,402.28,5,11,23.86,81,1,2011.4,2011.4,451.9524738749996,0.2209116752797012,16,2,3,5.931192204434723,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
40,72.57,3,6,10.38,25,0,217.71,217.71,112.11459661758724,0.069269214516544,7,6,0,14.30343116990492,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
23,99.18,4,9,25.29,114,0,396.72,396.72,62.43111009161049,0.0904652008271423,67,5,8,25.499092558983666,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
37,127.8,2,11,3.24,112,1,255.6,255.6,146.8962675641643,0.7460102652759352,8,19,7,2.535211267605634,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
65,238.88,2,7,23.85,8,0,477.76,477.76,230.7822776982654,0.9007835408313424,68,14,2,9.984092431346284,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
19,10.08,3,14,7.91,66,1,30.24,30.24,-39.20548191813824,0.0268651283197829,184,18,11,78.47222222222221,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
47,168.83,4,12,7.48,184,1,675.32,675.32,187.73975014378243,0.0297621509035323,22,6,9,4.4304922110999225,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
29,100.3,5,7,2.27,43,0,501.5,501.5,81.48394770286228,0.4994939123567857,104,18,7,2.2632103688933203,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
45,375.24,1,9,19.78,9,0,375.24,375.24,395.05725729202726,0.1025509228369838,86,18,2,5.271293039121629,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
61,36.47,5,13,8.88,32,1,182.35,182.35,73.8844512336303,0.9408560342148068,157,2,10,24.348779819029343,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
34,141.53,5,12,1.11,179,1,707.65,707.65,152.98636798665967,0.6588361269452021,116,4,3,0.7842860170988484,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,133.66,5,5,22.61,158,0,668.3,668.3,139.61019690034024,0.1202347044228382,98,13,4,16.91605566362412,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,284.05,2,9,17.36,73,0,568.1,568.1,325.8311472687981,0.4370998504865601,61,0,6,6.111600070410138,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
43,27.78,5,15,24.59,134,1,138.9,138.9,34.98732382788173,0.8206405009064602,175,15,13,88.51691864650829,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,126.95,4,6,4.72,174,0,507.8,507.8,90.52718916471042,0.5394770730647797,184,0,4,3.7179992122883023,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
53,104.02,5,14,22.43,74,1,520.1,520.1,55.00644205392333,0.843592076607722,155,8,13,21.56316093059027,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
60,414.72,4,10,26.71,16,0,1658.88,1658.88,388.29995268967167,0.7877347490038165,175,15,5,6.440489969135803,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
24,244.11,5,9,29.92,186,0,1220.5500000000002,1220.5500000000002,293.1952273488697,0.5162976200265077,161,11,2,12.25676948916472,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
22,175.22,4,13,2.27,61,1,700.88,700.88,173.0953652453856,0.7911977224890863,182,19,9,1.2955142107065405,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
42,323.16,3,13,27.67,21,1,969.48,969.48,361.1928154054606,0.2059186773285214,134,3,13,8.562322069563065,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
26,469.64,1,5,29.63,87,0,469.64,469.64,425.619374788812,0.4664446801470547,182,14,0,6.309087811941061,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
43,136.81,1,12,16.21,54,1,136.81,136.81,182.5930796534663,0.8485910594338927,66,8,6,11.848549082669397,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
61,23.07,1,8,17.44,31,0,23.07,23.07,-11.843627345241629,0.404983623332197,179,7,7,75.59601213697444,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
55,119.13,2,9,27.61,32,0,238.26,238.26,72.1167983666441,0.6396706966183365,87,2,11,23.176361957525398,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
57,405.26,3,12,25.74,53,1,1215.78,1215.78,410.2309892314865,0.3795167457958915,180,17,0,6.3514780634654295,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
21,368.78,3,14,19.91,178,1,1106.34,1106.34,384.82699216376346,0.7330300715655369,49,15,1,5.398882802755031,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
19,453.68,3,5,17.29,155,0,1361.04,1361.04,502.7014808396243,0.78297607878277,175,3,9,3.8110562511020976,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
56,145.53,2,10,5.6,19,0,291.06,291.06,147.3497483252862,0.3686769360542707,145,3,4,3.848003848003848,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
27,207.29,1,10,24.27,15,0,207.29,207.29,169.91623441676228,0.4053182829106712,190,0,6,11.708234840079117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18,59.2,5,15,27.92,100,1,296.0,296.0,69.9956744878844,0.64056433101715,87,7,4,47.16216216216216,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
27,52.09,4,10,1.46,148,0,208.36,208.36,95.3740775582943,0.1147570343981497,7,15,0,2.8028412363217505,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
43,193.17,5,7,12.53,185,0,965.85,965.85,202.16007536463596,0.2002080681707656,178,15,2,6.486514469120463,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,41.31,3,13,6.41,75,1,123.93,123.93,24.567742022048733,0.7343402432800032,94,14,0,15.516824013556038,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
34,170.23,3,14,20.78,77,1,510.69,510.69,132.4407883590136,0.9238769448850525,176,17,1,12.207014039828469,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
34,221.44,2,8,12.92,101,0,442.88,442.88,230.3807659506409,0.3149673739654549,79,1,9,5.834537572254335,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,136.63,2,15,19.64,187,1,273.26,273.26,124.42454345717526,0.4504547441074883,58,1,14,14.37458830417917,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
24,167.41,4,8,4.22,52,0,669.64,669.64,208.95979670541945,0.7661101122765938,45,6,0,2.5207574218983333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0
33,450.05,3,15,14.54,89,1,1350.15,1350.15,426.9716490835477,0.2224797312904582,196,3,0,3.2307521386512605,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
65,418.19,1,8,24.9,101,0,418.19,418.19,375.8032119780201,0.9335204261004696,71,17,14,5.954231330256582,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
63,363.25,5,10,6.95,69,0,1816.25,1816.25,378.1143343091301,0.6593167224657837,90,4,14,1.9132828630419825,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
